survey_date,response_date,total_spend,spend_reported,seating_segment,member_segment,feedback,has_feedback,primary_theme,sentiment
09:50.0,24:27.0,320.0,true,Floor/Pit,UNKNOWN,"Attached map for the event ( where is the merchandise, where is the stadium, is it outside or inside, weather bring umbrella or sun screen/ â€¦)",true,Other / unclassified,neutral
58:48.0,35:36.0,,false,Unknown,UNKNOWN,The food is expensive,true,Food and beverage,negative
17:48.0,31:50.0,3577.0,true,General,NO,,false,Other / unclassified,
17:48.0,24:58.0,241.2,true,General,YES,More beer choices,true,Food and beverage,neutral
58:48.0,36:50.0,318.0,true,General,UNKNOWN,"BMO Stadium can improve the experience by offering a consistent blueprint for K-pop companies or event organizers to have all additional booths set up in one main area, preferably the Green Lot, rather than being split between the Green Lot and Christmas Tree Lane. If thatâ€™s not possible, it would be helpful to always provide clear signage and directions to where each booth will be located, as well as include that information in the â€œKnow Before You Goâ€ emails. Additionally, having a designated drop-off and pick-up section for guests would make the arrival and departure process much smoother.",true,Entry and wayfinding,neutral
58:48.0,36:50.0,318.0,true,General,UNKNOWN,"Improvement in food variety, the staduim caould benefit from offering combo sets for food, as well as special menus for the artist/event.",true,Food and beverage,
58:48.0,22:10.0,939.0,true,Floor/Pit,UNKNOWN,VIP ticket holders should receive early merch shopping INSIDE the venue.,true,Other / unclassified,neutral
58:48.0,22:10.0,939.0,true,Floor/Pit,UNKNOWN,"More variety, more food for the price.",true,Food and beverage,
17:48.0,37:32.0,25.0,true,Supporters Section,YES,"Improve the attitude of the ""managers and supervisors"" at the match making up blatant lies. We saw what they did, we saw them lie to get us out of our standing GA section behind the rows in section 135 and 109, then bring their staff to take our spots. NOT COOL! Ruined our experience.",true,Staff and service,
58:48.0,18:10.0,99.5,true,General,UNKNOWN,Tiso bien!!,true,Other / unclassified,positive
58:48.0,26:22.0,1598.0,true,Premium,UNKNOWN,No,false,Other / unclassified,neutral
17:48.0,36:18.0,,false,Unknown,YES,For the crush vending machine to work I was craving that soda,true,Other / unclassified,positive
58:48.0,21:36.0,939.0,true,Floor/Pit,UNKNOWN,"We attended both Sevrnteen concerts in 2024. The first night of the concert was a disaster getting into the venue. The second night the glitches were fixed. Both 2025 Seventeen concerts admission into venue were very good ,",true,Other / unclassified,
58:48.0,20:44.0,939.0,true,General,UNKNOWN,Well. I was a big LAFC fan. That was the first time I went to a kpop concert at BMO lol. Not interested in Son specifically tho.,true,Other / unclassified,positive
58:48.0,20:44.0,939.0,true,General,UNKNOWN,Lower the price. Itâ€™s crazy to pay 5 bucks for a bottle of water. Itâ€™s even higher than the ones at soccer games which Iâ€™ve been to a lot in the past couple of years.,true,Affordability and value,negative
17:48.0,39:33.0,,false,Unknown,YES,More Variety Of Beers,true,Other / unclassified,positive
17:48.0,58:55.0,259.77,true,General,YES,To have  more family restroom,true,Restrooms,neutral
17:48.0,45:42.0,,false,Unknown,YES,"NEEDS MOR ELEMENTS FOR THE CROWD OUTSIDE on the lawn, it is  missed opportunity",true,Fan atmosphere and connection,negative
58:48.0,54:56.0,,false,General,UNKNOWN,"Please let cars make a left to enter into the parking lot. If you have people directing traffic, why couldnâ€™t people make a left to get into the parking",true,Parking and transportation,negative
58:48.0,23:21.0,299.0,true,Premium,UNKNOWN,"Security check point went very fast this year, much better than last year. I wish you had a sign to direct to the merch line, I was lining up in a non-merch line and wasted my time.",true,Queues and wait times,
58:48.0,41:17.0,799.0,true,General,UNKNOWN,Keeping the bar open until the designated close times. Some fans show up late and still want to join.,true,Food and beverage,neutral
58:48.0,05:15.0,469.5,true,Floor/Pit,UNKNOWN,I love the venue!,true,Other / unclassified,positive
58:48.0,14:15.0,229.5,true,Floor/Pit,UNKNOWN,Access and signs for an out of state attendee it was not set up as well as other venues i have traveled for,true,Other / unclassified,negative
58:48.0,14:15.0,229.5,true,Floor/Pit,UNKNOWN,Food in floor area,true,Food and beverage,neutral
58:48.0,43:19.0,469.5,true,Floor/Pit,UNKNOWN,"I was seated at the very first row near the extended stage. A girl from the back of the floor snuck up to the front multiple times, blocked our view and the views of the people behind us and security did nothing about it. In fact, once the concert was over, she hugged the security guard at the front. It was annoying to have paid around $600 to experience this concert in the front row and then security allowed others to have the same experience by not removing people who werenâ€™t in their proper seat.",true,Staff and service,
17:48.0,44:54.0,162.82,true,General,YES,More hot drink options would be nice! Although the cafe de olla was really good though.,true,Food and beverage,positive
58:48.0,06:40.0,469.5,true,Floor/Pit,UNKNOWN,More accessibility to food and more variety.,true,Food and beverage,positive
58:48.0,06:40.0,469.5,true,Floor/Pit,UNKNOWN,There should be small food items available on the floor for individuals who have floor seats.,true,Food and beverage,neutral
58:48.0,16:45.0,939.0,true,Floor/Pit,UNKNOWN,"Overall, the experience was challenging due to long waiting times outside. I would recommend providing clearer directions about restroom lines and ensuring easy access to feminine hygiene products. Additionally, floor staff should help manage the merchandise lines and barricades more actively, as overcrowding created a stressful and disorganized environment. Improving these areas would make the experience much smoother and more enjoyable for everyone.",true,Queues and wait times,negative
17:48.0,25:57.0,303.4,true,General,YES,Change back security,true,Staff and service,neutral
03:20.0,44:08.0,81.5,true,General,UNKNOWN,The amount of marijauna being smoked was insane. Iâ€™m allergic to the smoke. Someone lit up a blunt right in front of me. I asked them to smoke it elsewhere and all the people around her started yelling at me. I went and got a staff member and told him and he said he will take care of it but he didnâ€™t do anything about it. The people continued to smoke throughout the whole show. I moved seats. But the smell of marijuana was strong everywhere. Very disappointed this stadium doesnâ€™t care about attendees who want to remain sober for a show. Marijuana & cigarettes should not be allowed in public settings like this.,true,Staff and service,negative
58:48.0,12:04.0,939.0,true,Floor/Pit,UNKNOWN,"Please train all the staff so they know what to do with vip direction. When lining up to go in, it took almost 1 and half hours just to get in and one of the staff direct to make 2 lines and the other line is not being honor to come in and I have to wait again from the back of the line again. It never happened with other concert with the same venue usually going in is fast and quick with little wait time. We don't even get the benefit of doing the early merch shopping because of that. The line for merch at the vip section also is not organized. There is no staff directing us to make one line so there are 2 lines.",true,Queues and wait times,
17:48.0,34:40.0,136.7,true,General,YES,I need to see Giroud in LA.,true,Other / unclassified,neutral
58:48.0,12:09.0,469.5,true,Floor/Pit,UNKNOWN,"Donâ€™t force people to go in a huge circle when going up from the floor and then back down, itâ€™s absolutely excessive. Provide more shade for before the show, be more clear whether or not you let people go to the barricade on the floor or not because there were very mixed signals and it was very confusing",true,Other / unclassified,negative
17:48.0,46:01.0,289.41,true,General,YES,none,false,Other / unclassified,neutral
03:20.0,37:39.0,454.5,true,General,UNKNOWN,Why sell different â€œsectionsâ€ at different prices and not have anyone check once weâ€™re inside so it was a free for all once you get in. We paid for a specific section and didnâ€™t even sit there since it was filled and no one was checking tickets. At least if youâ€™re going to do that put it in the email saying seats are first come first serve!!,true,Affordability and value,negative
17:48.0,51:50.0,98.7,true,General,YES,Parking is too expensive,true,Parking and transportation,negative
58:48.0,32:41.0,399.0,true,Premium,UNKNOWN,Very satisfied with this year's concert than last year's concert for the same artist. Much improved from last year!,true,Other / unclassified,positive
58:48.0,40:04.0,118.5,true,General,UNKNOWN,Do not close floor concessions. Its not fair to those who need ada access.,true,Other / unclassified,negative
17:48.0,54:06.0,106.12,true,Premium,YES,I appreciate the coffee vendor Monarca. Stop trying so hard with involved food - do simple things better (see Dodger Stadium for a local comparison),true,Food and beverage,neutral
58:48.0,27:36.0,259.0,true,Premium,UNKNOWN,"No, the BMO is perfect, love the staff theyâ€™re very friendly, nice, food is delicious, guest services staff is awesome makes sure Iâ€™m ok with wheelchair access, there is nothing else to do at the BMO, best stadium Iâ€™ve ever attended..",true,Staff and service,positive
17:48.0,18:05.0,135.3,true,General,YES,Mobile ordering would be nice. What happened to it?,true,Other / unclassified,neutral
58:48.0,22:31.0,399.0,true,Floor/Pit,UNKNOWN,Maybe advised security to not touch minors. I female security pushed my 13 yo because she was outside her seat on the floor seata section.,true,Staff and service,negative
58:48.0,31:50.0,469.5,true,Floor/Pit,UNKNOWN,Please update the lawn in front of BMO. It get dusty when walking in line to get insude the venue.,true,Queues and wait times,negative
17:48.0,55:08.0,322.95,true,General,YES,"Same complaints as I have had for the last six years of being a season member, food quality and noise level of the pre-game and halftime.  The volume of the PA music doesn't need to be that high, we are there to enjoy the company of the people we are going to the game with and you can't even have a conversation.  When you attend games around the world they do not blare music from the moment you get into the stadium until you leave and there is still an amazing atmosphere.",true,Food and beverage,
09:50.0,21:13.0,320.0,true,Floor/Pit,UNKNOWN,Security was horrible the first date 5/14. They did not stop people from running to the barricade and ambushing the people who were already there. People were standing on chairs and blocking fans view and security did nothing to stop it. Ruined my experience that I payed for because security allowed the fans to run to the front of barricades and did not move them. People kept on stealing others peoples seats and they didnâ€™t help move the people who stole the seats. Very unorganized and not worth it. Day 2 5/15 was completely better.,true,Staff and service,negative
58:31.0,13:43.0,,false,Unknown,UNKNOWN,Suggest you show where Christmas Tree Lane is on the map for the next FanFest,true,Other / unclassified,neutral
09:50.0,09:08.0,497.5,true,Premium,UNKNOWN,friendliest and most helpful event staff iâ€™ve ever experienced! keep doing what youâ€™re doing!,true,Staff and service,positive
39:19.0,08:23.0,238.32,true,Premium,YES,Larger bathrooms or more bathrooms in Founders and Sunset.,true,Restrooms,neutral
09:50.0,51:02.0,320.0,true,Floor/Pit,UNKNOWN,Nope concert was great ðŸ˜,true,Other / unclassified,positive
09:50.0,52:02.0,398.0,true,General,UNKNOWN,The drinks were way too overpriced for what i got.,true,Other / unclassified,negative
09:50.0,24:10.0,238.5,true,General,UNKNOWN,,false,Other / unclassified,
58:31.0,37:49.0,,false,Unknown,UNKNOWN,"Just that at a time when we need unity, only 1 player stood for the Nation Anthem. My 15 year old daughter Sofia was disappointed.  She is a huge Carli Lloyd fan because of Carli's leadership.  Leaders stand!  We met Julie Foudy at the Stanford/UCLA game and my daughter took a picture with Julie and told her ""Iwill play for ACFC"".  My daughter told me before the ACFC game Julie would be a leader and stand.  It means alot to young girls, especially since we have many family members currently serving in the military.  Otherwise, everything was great.",true,Fan atmosphere and connection,
17:48.0,01:03.0,160.82,true,General,YES,More variety on beer special or early entry,true,Entry and wayfinding,neutral
58:31.0,28:29.0,,false,Unknown,UNKNOWN,"As a season ticket holder, I expected to be able to purchase parking for the entire season. An email was sent out to season ticket holders. After several attempts over several days, I was unable to secure season parking - sold out. Not acceptable. I've reached out to someone. No reply. Please communicate better. Please have enough parking for season ticket holders.",true,Parking and transportation,negative
58:31.0,17:53.0,,false,Unknown,UNKNOWN,Leaving the parking area was a mess! Please work this out.,true,Parking and transportation,negative
58:31.0,28:36.0,,false,Unknown,UNKNOWN,"I know the team doesn't control metro, but maybe ask the to have the trains ready after the game. People were leaving because the trains were delayed.   In Europe, the metro experience caters to large events.    LA Metro was not prepared per usual.   Getting there was no problem .  leaving was a pain",true,Other / unclassified,
58:31.0,07:27.0,,false,Unknown,UNKNOWN,You need to get mobile ordering for at least drinks like at LAFC games. But mobile ordering for food too would be even better.,true,Food and beverage,positive
03:20.0,36:31.0,123.0,true,General,UNKNOWN,"Please put the clear bag policy on all concert information. I could not see that information before going and I lost my bag at entry. Staff was very nice entering, but whoever sends out information needs to state it instead of making your entry people apologize to everyone in line about the bag policy that someone else didn't put on the information. Did not appreciate the lack of notification and having to trash my personal items or spend money to CHECK my bag that you did not tell me I couldn't bring in.",true,Entry and wayfinding,negative
17:48.0,22:13.0,,false,Unknown,NO,Go back to the yellow crew security blue team doesnâ€™t let people stand in the standing sections â€¦ what the hell is that. Or at least teach them.,true,Staff and service,negative
17:48.0,06:44.0,182.64,true,General,YES,Cups of Ice and more coffee stations,true,Other / unclassified,neutral
58:31.0,55:13.0,,false,Unknown,UNKNOWN,"Wish parking was better, took over 2 hours to park!!!",true,Parking and transportation,negative
09:50.0,31:51.0,199.0,true,General,UNKNOWN,The drinks are too expensiveâ€¦,true,Other / unclassified,negative
58:31.0,19:23.0,,false,Unknown,UNKNOWN,"We are hoping to be able to wear our jerseys pretty soon.  We ordered them online.  Overall, I am excited to be let of herstory and continue to support our LA womenâ€™s team.",true,Other / unclassified,positive
17:48.0,52:43.0,144.82,true,General,YES,The new stadium security procdure is too cumbersome and time consuming.,true,Staff and service,negative
09:50.0,38:04.0,119.0,true,General,UNKNOWN,Yes I will like that really advertise us that we cannot take our purses because everything is a business in there and comen $50 dollars for car the parking where the regular days are $8 sino fare,true,Parking and transportation,negative
09:50.0,43:46.0,199.5,true,Floor/Pit,UNKNOWN,Can you try to add a POV seating feature? That way customers can see what their seat will look like,true,Other / unclassified,neutral
09:50.0,13:37.0,119.0,true,General,UNKNOWN,Que si pagas parking dejen salir si ocupa y volver a dejar entrar sin pagar la entrada de nuevo,true,Parking and transportation,negative
58:31.0,27:38.0,,false,Unknown,UNKNOWN,"The lines to purchase merchandise were way too long, it would have been nice to have more capacity there. I also purchased a ticket for parking ahead of time hoping to hang out with my friends/family and we didn't find out tailgating is not allowed until we saw the signs on the entrances. I want to be able to have a gameday experience and that includes tailgating.",true,Queues and wait times,negative
58:48.0,27:16.0,229.5,true,Floor/Pit,UNKNOWN,Provide disclaimer that floor seats will still be standing during concert so people who are first timers will no. Also provide lost and found booth.,true,Other / unclassified,neutral
39:19.0,01:31.0,,false,Unknown,NO,"It was the first time to an LAFC game for both my 7-year old son and myself. We both had a whole lot of fun in section 101 with the supporters and their energy so close. The one disappointing part (other than questionable ref calls) was the pizza. Both of ours were cold in the middle and only slightly warm around the edge. They were meant to be our dinner, so it was frustrating they werenâ€™t fully cooked/heated up. If the game wasnâ€™t about to start I probably would have gone back and complained but I couldnâ€™t leave him alone and we both wanted to watch the game.",true,Other / unclassified,positive
58:48.0,30:00.0,699.0,true,General,UNKNOWN,,false,Other / unclassified,
58:48.0,30:00.0,699.0,true,General,UNKNOWN,Make the price cheaper,true,Affordability and value,neutral
09:50.0,45:07.0,1500.0,true,General,UNKNOWN,communication and employees were great entering but horrible and non-existent when we left.  people were upset at the lack of staff and the presence of vendors selling bootlegged tee shirts and hotdogs.  YOU NEED STAFF AFTER THE SHOW TOO!!!!,true,Staff and service,negative
09:50.0,52:54.0,79.5,true,General,UNKNOWN,"No, you guys do a great job! Thank you!",true,Other / unclassified,positive
58:31.0,46:21.0,,false,Unknown,UNKNOWN,waited so long for food that i ditched the line and went back to my seat before the game started. the atmosphere was amazing though and i had lots of fun.,true,Queues and wait times,positive
09:50.0,40:56.0,399.0,true,Floor/Pit,UNKNOWN,"Open up more exitsâ€¦ you guys had so many exits but did not utilize them, the chairs were too close to each other especially when Covid is still activeâ€¦ also the bag size shouldnâ€™t matter if you have us going through check point and a medal detectorâ€¦",true,Other / unclassified,negative
58:31.0,18:03.0,,false,Unknown,UNKNOWN,Great atmosphere!,true,Fan atmosphere and connection,positive
09:50.0,14:07.0,1300.0,true,Floor/Pit,UNKNOWN,"We purchased pre-paid parking at expo park, but it took us 2+ hours to get from the highway exit to actually being parked, which resulted in us entering the concert at 9pm (it started at 7:50pm). Please issue a refund to us. The parking staff was not helpful and mislead us to the wrong direction. They did NOT let us go into the correct parking entrance as they said the parking capacity is full. We clearly paid for parking already so we did not understand why the capacity would be full when they sold a certain amount of parking spaces. It had taken us 2-3 hours to just get around the block to arrive at the correct parking entrance, then we were immediately denied entrance even though we had already paid for parking. At least three staff had given us wrong instructions or did not let us in despite us having the QR code for parking. This was a horrible concert parking experience that made us miss almost half of the concert. Please issue a refund.",true,Parking and transportation,negative
39:19.0,20:49.0,90.74,true,General,YES,,false,Other / unclassified,
39:19.0,19:47.0,,false,Unknown,YES,Pricing is way too high.,true,Other / unclassified,negative
39:19.0,39:43.0,,false,Unknown,NO,No,false,Other / unclassified,neutral
58:31.0,00:07.0,,false,Unknown,UNKNOWN,So happy to have our Angels! Itâ€™s so great that they circle the field after the matches to greet their fans. So thoughtful & uplifting! Especially appreciate the energy that takes after an intense and vigorous match!,true,Fan atmosphere and connection,positive
40:54.0,47:38.0,,false,Unknown,UNKNOWN,,false,Other / unclassified,
58:31.0,54:25.0,,false,Unknown,UNKNOWN,The food included with the midfield box seats (Hot Dogs & Popcorn) came out super late. I wish you offer an alternative for vegetarians other than hot dogs.,true,Food and beverage,negative
58:31.0,23:47.0,,false,Unknown,UNKNOWN,Will the stadium have hard seltzers at the games? Iâ€™d love to have that option was well.,true,Other / unclassified,positive
58:48.0,25:24.0,939.0,true,Floor/Pit,UNKNOWN,There was a person who entered the sound check without a sound check ticket. Was this a staff error? Or was it possible to attend even without a sound check (VIP ticket)? We hope you will deal with this issue properly in the future.,true,Staff and service,negative
58:48.0,39:15.0,469.5,true,Floor/Pit,UNKNOWN,Way too expensive,true,Other / unclassified,negative
39:19.0,56:05.0,,false,Unknown,NO,Great experience,true,Other / unclassified,positive
09:50.0,13:55.0,320.0,true,Floor/Pit,UNKNOWN,Additional security at the baricades to keep people from pushing up front,true,Staff and service,neutral
58:31.0,35:45.0,,false,Unknown,UNKNOWN,"We would have purchased merchandise, but the lines were too long before the game and at half-time.  We will keep trying.  Online sizes are limited at this time so we hope to get a better selection at the stadium.",true,Queues and wait times,
58:31.0,56:26.0,,false,Unknown,UNKNOWN,Was in line for food for a very long time. Little disappointed by that,true,Queues and wait times,negative
58:31.0,00:14.0,,false,Unknown,UNKNOWN,The food and merch lines were so long! Lost opportunity to be able to buy and support!,true,Queues and wait times,negative
09:50.0,40:20.0,640.0,true,Floor/Pit,UNKNOWN,"I wish there were more space between seats. Especially when there is an obese person sitting next to us, we donâ€™t have enough space. Fat people take about 1.5of the seat. So slim people only have 0.5seat. Which feels uncomfortable.",true,Other / unclassified,negative
09:50.0,09:03.0,99.5,true,General,UNKNOWN,Better than Sofi!,true,Other / unclassified,positive
09:50.0,11:06.0,119.0,true,General,UNKNOWN,Metro does not run late enough to attend full concerts that start after 5,true,Other / unclassified,negative
39:19.0,31:33.0,88.26,true,General,YES,"More food to be ordered through the App.  I didn't see the Roster handout for the KC game, was there one?",true,Food and beverage,neutral
09:50.0,07:57.0,640.0,true,Floor/Pit,UNKNOWN,"Security allowed people to rush forward toward the stage and remain there for the entire night. This is not only unsafe due to Covid concerns, and a fire hazard, but very disrespectful for the people that had their views blocked. My section was in front of the stage but people pushed and shoved so that our view was obscured the entire concert time by signs and phones. If I had known that security would do nothing to have people return to their seats, I would not have paid $150+ more. I would just do what others were allowed, to run up to the front, with no consequences. Also, many in the sections that were crowded by people, ended up getting Covid. Iâ€™m sure other surveys reflect how unsafe this stadium handled the situation. Thank you for ruining that night for so many fans! It does help a little that the situation was handled better on the second night, but how does that help the people from the first night that had their experience ruined? A stadium should have people prepared for concerts, but Banc of California failed.",true,Staff and service,
09:50.0,25:13.0,320.0,true,Floor/Pit,UNKNOWN,"Set the floor seats up correctly, and off free water somewhere so people don't die of heat stroke.",true,Other / unclassified,
58:31.0,09:37.0,,false,Unknown,UNKNOWN,"I wish I could have watched the pregame show, but I was in line for food the whole time. And I wanted to buy merchandise but the line was too long the entire game!",true,Queues and wait times,negative
09:50.0,31:46.0,99.5,true,General,UNKNOWN,LOONA,true,Other / unclassified,neutral
09:50.0,24:40.0,79.5,true,General,UNKNOWN,,false,Other / unclassified,
58:31.0,53:19.0,,false,Unknown,UNKNOWN,Wish I could change season ticket seats. Great seats but have a partition in front that is ion front of 1 seat and it was dirty so distracting to see through,true,Other / unclassified,negative
09:50.0,12:03.0,640.0,true,Floor/Pit,UNKNOWN,,false,Other / unclassified,
09:50.0,43:05.0,159.0,true,General,UNKNOWN,Improve exit traffic. So terrible!!,true,Parking and transportation,negative
39:19.0,04:48.0,67.74,true,General,YES,"I know is hard to detect everything, but there was a person smoking an electric cigarette in the row in front of us.",true,Other / unclassified,
09:50.0,12:35.0,199.0,true,General,UNKNOWN,Water shouldnâ€™t cost that much.,true,Affordability and value,negative
39:19.0,53:04.0,112.6,true,General,YES,Better food and not so many hotdogs outside the stadium.,true,Food and beverage,positive
58:31.0,40:25.0,,false,Unknown,UNKNOWN,please no more Friday home games. everyone was late because of traffic. it's LA! the only people who made fan fest must have taken the day off,true,Parking and transportation,negative
09:50.0,08:13.0,598.5,true,General,UNKNOWN,More staff to deal with parking. Missed my prepaid parking lot because staff told me wrong direction,true,Parking and transportation,negative
58:31.0,08:26.0,,false,Unknown,UNKNOWN,"We tried to come early because we knew parking would be limited, we followed the map on the gameday guide but didnâ€™t realize that we wouldnt be able to turn into the lots from the eastbound lanes on MLK. It meant we had to do this whole loop and long story short it was a half hour between driving by the lot and waved onwards to actually getting in. Very frustrating, so I wouldâ€™ve loved to know that in advance, but weâ€™ll know for next time. Other than that, only other note was that I wish the out of venue merch had more selection, as I didnâ€™t see the hats I wanted until inside where there was a long line. Food and drinks were pretty expensive but looked good, staff was very friendly, and we overall had a great experience. Schedule flyers on the way out was GENIUS. Weâ€™re excited to go back!",true,Queues and wait times,positive
09:50.0,33:17.0,320.0,true,Floor/Pit,UNKNOWN,"Improve security. On the first night, so many people who were not in our section rushed toward the stage. It was very hazardous with them running back and forth. Also, we paid for our seats while these people, who werenâ€™t even in our section, got to see Twice from our section. Sometimes it was hard for us to see because of those people. Security shouldâ€™ve took care of this issue right away, but they only started checking peopleâ€™s seats towards the end of the concert.",true,Staff and service,negative
09:50.0,57:46.0,238.5,true,General,UNKNOWN,N/A. Great experience!,true,Other / unclassified,positive
58:31.0,12:31.0,,false,Unknown,UNKNOWN,I was very disappointed in the parking entry. Too long to get in.,true,Parking and transportation,negative
58:31.0,07:51.0,,false,Unknown,UNKNOWN,Where are the merchandise booths in the club sections?  We were looking for a place to purchase items.,true,Other / unclassified,neutral
09:50.0,22:24.0,238.5,true,General,UNKNOWN,Parking and traffic  is horrible,true,Parking and transportation,negative
58:31.0,09:23.0,,false,Unknown,UNKNOWN,I couldnâ€™t get my season holder scarf,true,Other / unclassified,negative
58:31.0,28:45.0,,false,Unknown,UNKNOWN,The general variety of food is great but I think it would be great if you served non-alcoholic beer at your matches!,true,Food and beverage,positive
09:50.0,40:50.0,320.0,true,Floor/Pit,UNKNOWN,Great job! Im sure Twice enjoyed it too,true,Other / unclassified,positive
09:50.0,35:03.0,598.5,true,Floor/Pit,UNKNOWN,space between rows on the floor was very small it was hard to leave and come back into the row without disturbing others,true,Other / unclassified,negative
09:50.0,16:52.0,159.0,true,General,UNKNOWN,For resell buyers - info on parking!!!!,true,Parking and transportation,neutral
39:19.0,27:14.0,112.14,true,General,YES,"Revitalize the Fields...have more than one vendor, and make it so you can enter from the stand and leave for the stands from there.",true,Entry and wayfinding,neutral
09:50.0,49:48.0,199.5,true,Floor/Pit,UNKNOWN,No,false,Other / unclassified,neutral
39:19.0,49:23.0,122.2,true,Premium,YES,Food selection should be National companies,true,Food and beverage,neutral
09:50.0,20:12.0,99.5,true,General,UNKNOWN,More alcohol/beer options at each drink station,true,Food and beverage,neutral
39:19.0,28:48.0,84.74,true,General,YES,more friendly staff to monitor bad behavior from fans that say homophobic chants. More staff and less vending machines,true,Staff and service,positive
09:50.0,24:15.0,1150.0,true,General,UNKNOWN,"The bag check and entry took a little long to get it, it wasn't too bad getting through though. If possible having more check in lanes would've been helpful",true,Entry and wayfinding,neutral
58:31.0,50:10.0,,false,Unknown,UNKNOWN,Parking was a nightmare. It took us an hour and a half to get from the freeway offramp to the parking structure. We pre-paid for a season parking pass yet we had to go to an off lot farther away parking structure. We ended up missing the fan fest and the first half of the game because the parking situation was so disorganized and slow.,true,Parking and transportation,negative
09:50.0,20:55.0,299.0,true,Premium,UNKNOWN,More outside activities.,true,Other / unclassified,neutral
39:19.0,18:19.0,169.4,true,General,YES,"No cold food, lower water prices itâ€™s just water.",true,Food and beverage,
58:31.0,34:11.0,,false,Unknown,UNKNOWN,"The parking situation was horrendous. Having never been to the Banc of California stadium before, I did not know what to expect. I arrived at the freeway exit 1 hour before the game and by the time I was to my seats, it was 5 minutes before half time. I was not only bummed to miss half the game but also very frustrated at the level of difficulty I experienced just to find parking. I parked in on-site in a parking garage and paid $50 (almost as much as my tickets cost!) and that is how long it took just to sit in traffic. There has to be a solution for the traffic or more effective communication to prepare for parking. Thank you.",true,Parking and transportation,negative
39:19.0,30:40.0,158.6,true,Supporters Section,YES,No.,true,Other / unclassified,neutral
58:31.0,40:55.0,,false,Unknown,UNKNOWN,It was an experience we will never forget! ACFC for life!,true,Other / unclassified,positive
58:31.0,16:37.0,,false,Unknown,UNKNOWN,Parking and parking prices are ridicules,true,Parking and transportation,negative
58:31.0,41:20.0,,false,Unknown,UNKNOWN,Thanks for the great first show and game.  It was really exceptional.  Also Julie Foudyâ€™s intro for the players was really great!,true,Fan atmosphere and connection,positive
58:31.0,46:35.0,,false,Unknown,UNKNOWN,I was not happy that I wasnâ€™t able to pick up my scarf at the mach,true,Other / unclassified,negative
09:50.0,13:09.0,298.5,true,Premium,UNKNOWN,"Check seat tickets, many people stealing other peoples seats.",true,Other / unclassified,negative
39:19.0,02:58.0,85.14,true,General,YES,Nothing negative. I did have a problem with my seat. It had bird poop on it. I flagged down a worker & he eagerly helped me with that issue. It was in section 124.,true,Staff and service,positive
40:54.0,30:20.0,,false,Unknown,UNKNOWN,I was blown away by the entire experience. World class!!,true,Other / unclassified,positive
58:31.0,13:54.0,,false,Unknown,UNKNOWN,Parking employees outside were terrible. Did not guide or assist parking flow,true,Parking and transportation,negative
58:31.0,21:53.0,,false,Unknown,UNKNOWN,I visited the merchant areas near our seats. I waited in one line for more than a half hour before giving up (didn't want to miss the pregame show) and then another line for almost another half hour. Had I not been so cold and needing a hoodie I don't know that I would have waited that long or purchased anything.,true,Queues and wait times,negative
09:50.0,25:44.0,159.0,true,General,UNKNOWN,No,false,Other / unclassified,neutral
09:50.0,12:21.0,119.0,true,General,UNKNOWN,I was impressed with how smooth the entry was but I was extremely disappointed by the fact that multiple (women) bathrooms not only did not have toilet paper available in the stalls so I had to used my own tissues but also there werenâ€™t any trash cans inside the stalls which is a very basic thing to have in public bathrooms.,true,Restrooms,negative
58:31.0,24:45.0,,false,Unknown,UNKNOWN,More places selling popcorn. Allow members under 21 in the pregame section.,true,Other / unclassified,neutral
58:31.0,01:38.0,,false,Unknown,UNKNOWN,Love it!,true,Other / unclassified,positive
09:50.0,23:33.0,119.0,true,General,UNKNOWN,Map of parking lots and entrances/ merch,true,Parking and transportation,neutral
39:19.0,52:28.0,158.9,true,Premium,YES,"Bring back the charcuterie, board and vegetable tray in the field club",true,Other / unclassified,neutral
58:31.0,35:52.0,,false,Unknown,UNKNOWN,"food lines were inside venue were crazy long, missed so much of the game waiting in line",true,Queues and wait times,negative
58:31.0,53:29.0,,false,Unknown,UNKNOWN,I wish parking pass was still available for STH,true,Parking and transportation,negative
58:31.0,52:23.0,,false,Unknown,UNKNOWN,"Please find a way to make the food purchase go faster!  We really wanted to buy something, but would have had to have waited in a VERY LONG line. If we cannot bring in our own food, we don't know what to do.  We have an hour + drive each way - and our family gets hungry during the games. This process HAS to be improved!  Mobile ordering?  Please help us!",true,Food and beverage,negative
58:31.0,04:45.0,,false,Unknown,UNKNOWN,The whole evening was such a wonderful experience. I was talking with a few others in the supporter section and we were just in awe of how important the moment was for womenâ€™s soccer but also for soccer globally. Thanks for a wonderful experience!,true,Fan atmosphere and connection,positive
09:50.0,04:11.0,399.0,true,General,UNKNOWN,,false,Other / unclassified,
58:31.0,41:43.0,,false,Unknown,UNKNOWN,Nice work ACFC team. Everything was seamless about our experience and the game was fantastic. So happy I bought season tickets.,true,Other / unclassified,positive
09:50.0,10:20.0,99.5,true,General,UNKNOWN,great staff and a great show,true,Staff and service,positive
09:50.0,27:38.0,399.0,true,General,UNKNOWN,Nope,false,Other / unclassified,negative
09:50.0,27:38.0,399.0,true,General,UNKNOWN,Nothing,true,Other / unclassified,neutral
58:31.0,54:41.0,,false,Unknown,UNKNOWN,"We looked at some merchandise, but will order online.",true,Other / unclassified,neutral
